Market,Date,SKU_Code,SKU_Name,Category,Units_Sold,MRP_INR,Gross_Revenue_INR,Margin_%,Stockout_Flag,Promo_Period,Promo_Type
Aurangabad,01/09/2023,PC004,Meridian Body Lotion 250ml,Personal Care,2759,240,662160,29.0,N,N,
Aurangabad,01/10/2023,PC004,Meridian Body Lotion 250ml,Personal Care,4399,240,1055760,29.0,N,Y,Diwali
Aurangabad,01/11/2023,PC004,Meridian Body Lotion 250ml,Personal Care,3818,240,916320,29.0,N,Y,Diwali
Aurangabad,01/12/2023,PC004,Meridian Body Lotion 250ml,Personal Care,2989,240,717360,29.0,N,N,
Aurangabad,01/01/2024,PC004,Meridian Body Lotion 250ml,Personal Care,2719,240,652560,29.0,N,N,
Aurangabad,01/02/2024,PC004,Meridian Body Lotion 250ml,Personal Care,2659,240,638160,29.0,N,N,
Aurangabad,01/03/2024,PC004,Meridian Body Lotion 250ml,Personal Care,2670,240,640800,29.0,N,N,
Aurangabad,01/04/2024,PC004,Meridian Body Lotion 250ml,Personal Care,3200,240,768000,29.0,N,N,
Aurangabad,01/05/2024,PC004,Meridian Body Lotion 250ml,Personal Care,3339,240,801360,29.0,N,N,
Aurangabad,01/06/2024,PC004,Meridian Body Lotion 250ml,Personal Care,2735,240,656400,29.0,N,N,
Aurangabad,01/01/2023,HC001,Meridian Dish Wash 500ml,Home Care,8055,90,724950,22.0,N,N,
Aurangabad,01/02/2023,HC001,Meridian Dish Wash 500ml,Home Care,6568,90,591120,22.0,N,N,
Aurangabad,01/03/2023,HC001,Meridian Dish Wash 500ml,Home Care,7582,90,682380,22.0,N,N,
Aurangabad,01/04/2023,HC001,Meridian Dish Wash 500ml,Home Care,7996,90,719640,22.0,N,N,
Aurangabad,01/05/2023,HC001,Meridian Dish Wash 500ml,Home Care,9006,90,810540,22.0,N,N,
Aurangabad,01/06/2023,HC001,Meridian Dish Wash 500ml,Home Care,6940,90,624600,22.0,N,Y,Summer
Aurangabad,01/07/2023,HC001,Meridian Dish Wash 500ml,Home Care,0,90,0,22.0,Y,N,
Aurangabad,01/08/2023,HC001,Meridian Dish Wash 500ml,Home Care,0,90,0,22.0,Y,N,
Aurangabad,01/09/2023,HC001,Meridian Dish Wash 500ml,Home Care,7384,90,664560,22.0,N,N,
Aurangabad,01/10/2023,HC001,Meridian Dish Wash 500ml,Home Care,10509,90,945810,22.0,N,Y,Diwali
Aurangabad,01/11/2023,HC001,Meridian Dish Wash 500ml,Home Care,10004,90,900360,22.0,N,Y,Diwali
Aurangabad,01/12/2023,HC001,Meridian Dish Wash 500ml,Home Care,8543,90,768870,22.0,N,N,
Aurangabad,01/01/2024,HC001,Meridian Dish Wash 500ml,Home Care,8021,90,721890,22.0,N,N,
Aurangabad,01/02/2024,HC001,Meridian Dish Wash 500ml,Home Care,7261,90,653490,22.0,N,N,
Aurangabad,01/03/2024,HC001,Meridian Dish Wash 500ml,Home Care,7608,90,684720,22.0,N,N,
Aurangabad,01/04/2024,HC001,Meridian Dish Wash 500ml,Home Care,9189,90,827010,22.0,N,N,
Aurangabad,01/05/2024,HC001,Meridian Dish Wash 500ml,Home Care,9355,90,841950,22.0,N,N,
Aurangabad,01/06/2024,HC001,Meridian Dish Wash 500ml,Home Care,7316,90,658440,22.0,N,N,
Aurangabad,01/01/2023,HC002,Meridian Floor Cleaner 1L,Home Care,5507,120,660840,24.0,N,N,
Aurangabad,01/02/2023,HC002,Meridian Floor Cleaner 1L,Home Care,5005,120,600600,24.0,N,N,
Aurangabad,01/03/2023,HC002,Meridian Floor Cleaner 1L,Home Care,5182,120,621840,24.0,N,N,
Aurangabad,01/04/2023,HC002,Meridian Floor Cleaner 1L,Home Care,5918,120,710160,24.0,N,N,
Aurangabad,01/05/2023,HC002,Meridian Floor Cleaner 1L,Home Care,6149,120,737880,24.0,N,N,
Aurangabad,01/06/2023,HC002,Meridian Floor Cleaner 1L,Home Care,5118,120,614160,24.0,N,Y,Summer
Aurangabad,01/07/2023,HC002,Meridian Floor Cleaner 1L,Home Care,6038,120,724560,24.0,N,N,
Aurangabad,01/08/2023,HC002,Meridian Floor Cleaner 1L,Home Care,5690,120,682800,24.0,N,N,
Aurangabad,01/09/2023,HC002,Meridian Floor Cleaner 1L,Home Care,5807,120,696840,24.0,N,N,
Aurangabad,01/10/2023,HC002,Meridian Floor Cleaner 1L,Home Care,7841,120,940920,24.0,N,Y,Diwali
Aurangabad,01/11/2023,HC002,Meridian Floor Cleaner 1L,Home Care,7145,120,857400,24.0,N,Y,Diwali
Aurangabad,01/12/2023,HC002,Meridian Floor Cleaner 1L,Home Care,6400,120,768000,24.0,N,N,
Aurangabad,01/01/2024,HC002,Meridian Floor Cleaner 1L,Home Care,6065,120,727800,24.0,N,N,
Aurangabad,01/02/2024,HC002,Meridian Floor Cleaner 1L,Home Care,5740,120,688800,24.0,N,N,
Aurangabad,01/03/2024,HC002,Meridian Floor Cleaner 1L,Home Care,5939,120,712680,24.0,N,N,
Aurangabad,01/04/2024,HC002,Meridian Floor Cleaner 1L,Home Care,6475,120,777000,24.0,N,N,
Aurangabad,01/05/2024,HC002,Meridian Floor Cleaner 1L,Home Care,7043,120,845160,24.0,N,N,
Aurangabad,01/06/2024,HC002,Meridian Floor Cleaner 1L,Home Care,5704,120,684480,24.0,N,N,
Aurangabad,01/01/2023,HC003,Meridian Toilet Cleaner 500ml,Home Care,4156,85,353260,21.0,N,N,
Aurangabad,01/02/2023,HC003,Meridian Toilet Cleaner 500ml,Home Care,3745,85,318325,21.0,N,N,
Aurangabad,01/03/2023,HC003,Meridian Toilet Cleaner 500ml,Home Care,3940,85,334900,21.0,N,N,
Aurangabad,01/04/2023,HC003,Meridian Toilet Cleaner 500ml,Home Care,4770,85,405450,21.0,N,N,
Aurangabad,01/05/2023,HC003,Meridian Toilet Cleaner 500ml,Home Care,4910,85,417350,21.0,N,N,
Aurangabad,01/06/2023,HC003,Meridian Toilet Cleaner 500ml,Home Care,4191,85,356235,21.0,N,Y,Summer
Aurangabad,01/07/2023,HC003,Meridian Toilet Cleaner 500ml,Home Care,4535,85,385475,21.0,N,N,
Aurangabad,01/08/2023,HC003,Meridian Toilet Cleaner 500ml,Home Care,4477,85,380545,21.0,N,N,
Aurangabad,01/09/2023,HC003,Meridian Toilet Cleaner 500ml,Home Care,4127,85,350795,21.0,N,N,
Aurangabad,01/10/2023,HC003,Meridian Toilet Cleaner 500ml,Home Care,6056,85,514760,21.0,N,Y,Diwali
Aurangabad,01/11/2023,HC003,Meridian Toilet Cleaner 500ml,Home Care,5462,85,464270,21.0,N,Y,Diwali
Aurangabad,01/12/2023,HC003,Meridian Toilet Cleaner 500ml,Home Care,5072,85,431120,21.0,N,N,
Aurangabad,01/01/2024,HC003,Meridian Toilet Cleaner 500ml,Home Care,4458,85,378930,21.0,N,N,
Aurangabad,01/02/2024,HC003,Meridian Toilet Cleaner 500ml,Home Care,4205,85,357425,21.0,N,N,
Aurangabad,01/03/2024,HC003,Meridian Toilet Cleaner 500ml,Home Care,4519,85,384115,21.0,N,N,
Aurangabad,01/04/2024,HC003,Meridian Toilet Cleaner 500ml,Home Care,4999,85,424915,21.0,N,N,
Aurangabad,01/05/2024,HC003,Meridian Toilet Cleaner 500ml,Home Care,5208,85,442680,21.0,N,N,
Aurangabad,01/06/2024,HC003,Meridian Toilet Cleaner 500ml,Home Care,4441,85,377485,21.0,N,N,
Aurangabad,01/01/2023,FB001,Meridian Instant Noodles 70g,Food & Beverages,10067,15,151005,18.0,N,N,
Aurangabad,01/02/2023,FB001,Meridian Instant Noodles 70g,Food & Beverages,9760,15,146400,18.0,N,N,
Aurangabad,01/03/2023,FB001,Meridian Instant Noodles 70g,Food & Beverages,10212,15,153180,18.0,N,N,
Aurangabad,01/04/2023,FB001,Meridian Instant Noodles 70g,Food & Beverages,14010,15,210150,18.0,N,N,
Aurangabad,01/05/2023,FB001,Meridian Instant Noodles 70g,Food & Beverages,15268,15,229020,18.0,N,N,
Aurangabad,01/06/2023,FB001,Meridian Instant Noodles 70g,Food & Beverages,10962,15,164430,18.0,N,Y,Summer
Aurangabad,01/07/2023,FB001,Meridian Instant Noodles 70g,Food & Beverages,7960,15,119400,18.0,N,N,
Aurangabad,01/08/2023,FB001,Meridian Instant Noodles 70g,Food & Beverages,9103,15,136545,18.0,N,N,
Aurangabad,01/09/2023,FB001,Meridian Instant Noodles 70g,Food & Beverages,10704,15,160560,18.0,N,N,
Aurangabad,01/10/2023,FB001,Meridian Instant Noodles 70g,Food & Beverages,15236,15,228540,18.0,N,Y,Diwali
Aurangabad,01/11/2023,FB001,Meridian Instant Noodles 70g,Food & Beverages,12709,15,190635,18.0,N,Y,Diwali
Aurangabad,01/12/2023,FB001,Meridian Instant Noodles 70g,Food & Beverages,11929,15,178935,18.0,N,N,
Aurangabad,01/01/2024,FB001,Meridian Instant Noodles 70g,Food & Beverages,11686,15,175290,18.0,N,N,
Aurangabad,01/02/2024,FB001,Meridian Instant Noodles 70g,Food & Beverages,10810,15,162150,18.0,N,N,
Aurangabad,01/03/2024,FB001,Meridian Instant Noodles 70g,Food & Beverages,10656,15,159840,18.0,N,N,
Aurangabad,01/04/2024,FB001,Meridian Instant Noodles 70g,Food & Beverages,14828,15,222420,18.0,N,N,
Aurangabad,01/05/2024,FB001,Meridian Instant Noodles 70g,Food & Beverages,15897,15,238455,18.0,N,N,
Aurangabad,01/06/2024,FB001,Meridian Instant Noodles 70g,Food & Beverages,11465,15,171975,18.0,N,N,
Aurangabad,01/01/2023,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,3608,280,1010240,32.0,N,N,
Aurangabad,01/02/2023,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,3285,280,919800,32.0,N,N,
Aurangabad,01/03/2023,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,3578,280,1001840,32.0,N,N,
Aurangabad,01/04/2023,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,4519,280,1265320,32.0,N,N,
Aurangabad,01/05/2023,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,4794,280,1342320,32.0,N,N,
Aurangabad,01/06/2023,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,3582,280,1002960,32.0,N,Y,Summer
Aurangabad,01/07/2023,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,2736,280,766080,32.0,N,N,
Aurangabad,01/08/2023,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,2839,280,794920,32.0,N,N,
Aurangabad,01/09/2023,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,3719,280,1041320,32.0,N,N,
Aurangabad,01/01/2023,FB003,Meridian Fruit Juice 1L,Food & Beverages,5921,110,651310,27.0,N,N,
Aurangabad,01/02/2023,FB003,Meridian Fruit Juice 1L,Food & Beverages,5783,110,636130,27.0,N,N,
Aurangabad,01/03/2023,FB003,Meridian Fruit Juice 1L,Food & Beverages,6136,110,674960,27.0,N,N,
Aurangabad,01/04/2023,FB003,Meridian Fruit Juice 1L,Food & Beverages,7835,110,861850,27.0,N,N,
Aurangabad,01/05/2023,FB003,Meridian Fruit Juice 1L,Food & Beverages,8899,110,978890,27.0,N,N,
Aurangabad,01/06/2023,FB003,Meridian Fruit Juice 1L,Food & Beverages,6676,110,734360,27.0,N,Y,Summer
Aurangabad,01/07/2023,FB003,Meridian Fruit Juice 1L,Food & Beverages,4750,110,522500,27.0,N,N,
Aurangabad,01/08/2023,FB003,Meridian Fruit Juice 1L,Food & Beverages,4779,110,525690,27.0,N,N,
Aurangabad,01/09/2023,FB003,Meridian Fruit Juice 1L,Food & Beverages,6130,110,674300,27.0,N,N,
Aurangabad,01/10/2023,FB003,Meridian Fruit Juice 1L,Food & Beverages,8450,110,929500,27.0,N,Y,Diwali
Aurangabad,01/11/2023,FB003,Meridian Fruit Juice 1L,Food & Beverages,7981,110,877910,27.0,N,Y,Diwali
Aurangabad,01/12/2023,FB003,Meridian Fruit Juice 1L,Food & Beverages,6757,110,743270,27.0,N,N,
Aurangabad,01/01/2024,FB003,Meridian Fruit Juice 1L,Food & Beverages,6817,110,749870,27.0,N,N,
Aurangabad,01/02/2024,FB003,Meridian Fruit Juice 1L,Food & Beverages,6048,110,665280,27.0,N,N,
Aurangabad,01/03/2024,FB003,Meridian Fruit Juice 1L,Food & Beverages,6002,110,660220,27.0,N,N,
Aurangabad,01/04/2024,FB003,Meridian Fruit Juice 1L,Food & Beverages,8832,110,971520,27.0,N,N,
Aurangabad,01/05/2024,FB003,Meridian Fruit Juice 1L,Food & Beverages,9167,110,1008370,27.0,N,N,
Aurangabad,01/06/2024,FB003,Meridian Fruit Juice 1L,Food & Beverages,6898,110,758780,27.0,N,N,
Aurangabad,01/01/2023,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,4943,75,370725,38.0,N,N,
Aurangabad,01/02/2023,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,4209,75,315675,38.0,N,N,
Aurangabad,01/03/2023,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,4755,75,356625,38.0,N,N,
Aurangabad,01/04/2023,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,6111,75,458325,38.0,N,N,
Aurangabad,01/05/2023,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,6574,75,493050,38.0,N,N,
Aurangabad,01/06/2023,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,5494,75,412050,38.0,N,Y,Summer
Aurangabad,01/07/2023,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,4851,75,363825,38.0,N,N,
Aurangabad,01/08/2023,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,4724,75,354300,38.0,N,N,
Aurangabad,01/09/2023,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,4934,75,370050,38.0,N,N,
Aurangabad,01/10/2023,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,7092,75,531900,38.0,N,Y,Diwali
Aurangabad,01/11/2023,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,5916,75,443700,38.0,N,Y,Diwali
Aurangabad,01/12/2023,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,5264,75,394800,38.0,N,N,
Aurangabad,01/01/2024,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,4930,75,369750,38.0,N,N,
Aurangabad,01/02/2024,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,4490,75,336750,38.0,N,N,
Aurangabad,01/03/2024,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,5251,75,393825,38.0,N,N,
Aurangabad,01/04/2024,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,6782,75,508650,38.0,N,N,
Aurangabad,01/05/2024,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,7053,75,528975,38.0,N,N,
Aurangabad,01/06/2024,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,5759,75,431925,38.0,N,N,
Aurangabad,01/01/2023,HH002,Meridian Antiseptic 250ml,Health & Hygiene,2757,130,358410,33.0,N,N,
Aurangabad,01/02/2023,HH002,Meridian Antiseptic 250ml,Health & Hygiene,2681,130,348530,33.0,N,N,
Aurangabad,01/03/2023,HH002,Meridian Antiseptic 250ml,Health & Hygiene,2845,130,369850,33.0,N,N,
Aurangabad,01/04/2023,HH002,Meridian Antiseptic 250ml,Health & Hygiene,3474,130,451620,33.0,N,N,
Aurangabad,01/05/2023,HH002,Meridian Antiseptic 250ml,Health & Hygiene,3991,130,518830,33.0,N,N,
Aurangabad,01/06/2023,HH002,Meridian Antiseptic 250ml,Health & Hygiene,3098,130,402740,33.0,N,Y,Summer
Aurangabad,01/07/2023,HH002,Meridian Antiseptic 250ml,Health & Hygiene,2722,130,353860,33.0,N,N,
Aurangabad,01/08/2023,HH002,Meridian Antiseptic 250ml,Health & Hygiene,2724,130,354120,33.0,N,N,
Aurangabad,01/09/2023,HH002,Meridian Antiseptic 250ml,Health & Hygiene,2840,130,369200,33.0,N,N,
Aurangabad,01/10/2023,HH002,Meridian Antiseptic 250ml,Health & Hygiene,4018,130,522340,33.0,N,Y,Diwali
Aurangabad,01/11/2023,HH002,Meridian Antiseptic 250ml,Health & Hygiene,3739,130,486070,33.0,N,Y,Diwali
Aurangabad,01/12/2023,HH002,Meridian Antiseptic 250ml,Health & Hygiene,3237,130,420810,33.0,N,N,
Aurangabad,01/01/2024,HH002,Meridian Antiseptic 250ml,Health & Hygiene,3143,130,408590,33.0,N,N,
Aurangabad,01/02/2024,HH002,Meridian Antiseptic 250ml,Health & Hygiene,2779,130,361270,33.0,N,N,
Aurangabad,01/03/2024,HH002,Meridian Antiseptic 250ml,Health & Hygiene,3025,130,393250,33.0,N,N,
Aurangabad,01/04/2024,HH002,Meridian Antiseptic 250ml,Health & Hygiene,3929,130,510770,33.0,N,N,
Aurangabad,01/05/2024,HH002,Meridian Antiseptic 250ml,Health & Hygiene,4072,130,529360,33.0,N,N,
Aurangabad,01/06/2024,HH002,Meridian Antiseptic 250ml,Health & Hygiene,3259,130,423670,33.0,N,N,
Aurangabad,01/01/2023,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,2133,60,127980,25.0,N,N,
Aurangabad,01/02/2023,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,1771,60,106260,25.0,N,N,
Aurangabad,01/03/2023,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,2058,60,123480,25.0,N,N,
Aurangabad,01/04/2023,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,2493,60,149580,25.0,N,N,
Aurangabad,01/05/2023,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,2825,60,169500,25.0,N,N,
Aurangabad,01/06/2023,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,2292,60,137520,25.0,N,Y,Summer
Aurangabad,01/07/2023,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,1992,60,119520,25.0,N,N,
Aurangabad,01/08/2023,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,2010,60,120600,25.0,N,N,
Aurangabad,01/09/2023,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,2079,60,124740,25.0,N,N,
Aurangabad,01/10/2023,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,3000,60,180000,25.0,N,Y,Diwali
Aurangabad,01/11/2023,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,2454,60,147240,25.0,N,Y,Diwali
Aurangabad,01/12/2023,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,2424,60,145440,25.0,N,N,
Aurangabad,01/01/2024,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,2129,60,127740,25.0,N,N,
Aurangabad,01/02/2024,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,2141,60,128460,25.0,N,N,
Aurangabad,01/03/2024,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,2260,60,135600,25.0,N,N,
Aurangabad,01/04/2024,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,2797,60,167820,25.0,N,N,
Aurangabad,01/05/2024,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,3050,60,183000,25.0,N,N,
Aurangabad,01/06/2024,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,2381,60,142860,25.0,N,N,
Aurangabad,01/01/2023,PF001,Meridian Biscuits 200g,Packaged Foods,8664,40,346560,20.0,N,N,
Aurangabad,01/02/2023,PF001,Meridian Biscuits 200g,Packaged Foods,7382,40,295280,20.0,N,N,
Aurangabad,01/03/2023,PF001,Meridian Biscuits 200g,Packaged Foods,7763,40,310520,20.0,N,N,
Aurangabad,01/04/2023,PF001,Meridian Biscuits 200g,Packaged Foods,8621,40,344840,20.0,N,N,
Aurangabad,01/05/2023,PF001,Meridian Biscuits 200g,Packaged Foods,9515,40,380600,20.0,N,N,
Aurangabad,01/06/2023,PF001,Meridian Biscuits 200g,Packaged Foods,7749,40,309960,20.0,N,Y,Summer
Aurangabad,01/07/2023,PF001,Meridian Biscuits 200g,Packaged Foods,7704,40,308160,20.0,N,N,
Aurangabad,01/08/2023,PF001,Meridian Biscuits 200g,Packaged Foods,8273,40,330920,20.0,N,N,
Aurangabad,01/09/2023,PF001,Meridian Biscuits 200g,Packaged Foods,8597,40,343880,20.0,N,N,
Aurangabad,01/10/2023,PF001,Meridian Biscuits 200g,Packaged Foods,11972,40,478880,20.0,N,Y,Diwali
Aurangabad,01/11/2023,PF001,Meridian Biscuits 200g,Packaged Foods,10709,40,428360,20.0,N,Y,Diwali
Aurangabad,01/12/2023,PF001,Meridian Biscuits 200g,Packaged Foods,9980,40,399200,20.0,N,N,
Aurangabad,01/01/2024,PF001,Meridian Biscuits 200g,Packaged Foods,9648,40,385920,20.0,N,N,
