Market,Date,SKU_Code,SKU_Name,Category,Units_Sold,MRP_INR,Gross_Revenue_INR,Margin_%,Stockout_Flag,Promo_Period,Promo_Type
Mumbai,2024-05-01,HC003,Meridian Toilet Cleaner 500ml,Home Care,35288,85,2999480,21.0,N,N,
Mumbai,2024-06-01,HC003,Meridian Toilet Cleaner 500ml,Home Care,30384,85,2582640,21.0,N,N,
Mumbai,2023-01-01,FB001,Meridian Instant Noodles 70g,Food & Beverages,77254,15,1158810,18.0,N,N,
Mumbai,2023-02-01,FB001,Meridian Instant Noodles 70g,Food & Beverages,67711,15,1015665,18.0,N,N,
Mumbai,2023-03-01,FB001,Meridian Instant Noodles 70g,Food & Beverages,67752,15,1016280,18.0,N,N,
Mumbai,2023-04-01,FB001,Meridian Instant Noodles 70g,Food & Beverages,94630,15,1419450,18.0,N,N,
Mumbai,2023-05-01,FB001,Meridian Instant Noodles 70g,Food & Beverages,98759,15,1481385,18.0,N,N,
Mumbai,2023-06-01,FB001,Meridian Instant Noodles 70g,Food & Beverages,84562,15,1268430,18.0,N,Y,Summer
Mumbai,2023-07-01,FB001,Meridian Instant Noodles 70g,Food & Beverages,55814,15,837210,18.0,N,N,
Mumbai,2023-08-01,FB001,Meridian Instant Noodles 70g,Food & Beverages,63004,15,945060,18.0,N,N,
Mumbai,2023-09-01,FB001,Meridian Instant Noodles 70g,Food & Beverages,80535,15,1208025,18.0,N,N,
Mumbai,2023-10-01,FB001,Meridian Instant Noodles 70g,Food & Beverages,107830,15,1617450,18.0,N,Y,Diwali
Mumbai,2023-11-01,FB001,Meridian Instant Noodles 70g,Food & Beverages,96858,15,1452870,18.0,N,Y,Diwali
Mumbai,2023-12-01,FB001,Meridian Instant Noodles 70g,Food & Beverages,87190,15,1307850,18.0,N,N,
Mumbai,2024-01-01,FB001,Meridian Instant Noodles 70g,Food & Beverages,85134,15,1277010,18.0,N,Y,NewYear-PC
Mumbai,2024-02-01,FB001,Meridian Instant Noodles 70g,Food & Beverages,74349,15,1115235,18.0,N,N,
Mumbai,2024-03-01,FB001,Meridian Instant Noodles 70g,Food & Beverages,78184,15,1172760,18.0,N,N,
Mumbai,2024-04-01,FB001,Meridian Instant Noodles 70g,Food & Beverages,104718,15,1570770,18.0,N,N,
Mumbai,2024-05-01,FB001,Meridian Instant Noodles 70g,Food & Beverages,113473,15,1702095,18.0,N,N,
Mumbai,2024-06-01,FB001,Meridian Instant Noodles 70g,Food & Beverages,87854,15,1317810,18.0,N,N,
Mumbai,2023-01-01,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,25048,280,7013440,32.0,N,N,
Mumbai,2023-02-01,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,22170,280,6207600,32.0,N,N,
Mumbai,2023-03-01,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,23200,280,6496000,32.0,N,N,
Mumbai,2023-04-01,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,30619,280,8573320,32.0,N,N,
Mumbai,2023-05-01,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,34386,280,9628080,32.0,N,N,
Mumbai,2023-06-01,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,25595,280,7166600,32.0,N,Y,Summer
Mumbai,2023-07-01,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,19908,280,5574240,32.0,N,N,
Mumbai,2023-08-01,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,20240,280,5667200,32.0,N,N,
Mumbai,2023-09-01,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,26765,280,7494200,32.0,N,N,
Mumbai,2023-10-01,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,33285,280,9319800,32.0,N,Y,Diwali
Mumbai,2023-11-01,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,30926,280,8659280,32.0,N,Y,Diwali
Mumbai,2023-12-01,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,29101,280,8148280,32.0,N,N,
Mumbai,2024-01-01,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,27527,280,7707560,32.0,N,Y,NewYear-PC
Mumbai,2024-02-01,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,23476,280,6573280,32.0,N,N,
Mumbai,2024-03-01,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,27430,280,7680400,32.0,N,N,
Mumbai,2024-04-01,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,36439,280,10202920,32.0,N,N,
Mumbai,2024-05-01,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,37429,280,10480120,32.0,N,N,
Mumbai,2024-06-01,FB002,Meridian Breakfast Cereal 400g,Food & Beverages,28663,280,8025640,32.0,N,N,
Mumbai,2023-01-01,FB003,Meridian Fruit Juice 1L,Food & Beverages,45576,110,5013360,27.0,N,N,
Mumbai,2023-02-01,FB003,Meridian Fruit Juice 1L,Food & Beverages,39792,110,4377120,27.0,N,N,
Mumbai,2023-03-01,FB003,Meridian Fruit Juice 1L,Food & Beverages,41682,110,4585020,27.0,N,N,
Mumbai,2023-04-01,FB003,Meridian Fruit Juice 1L,Food & Beverages,57404,110,6314440,27.0,N,N,
Mumbai,2023-05-01,FB003,Meridian Fruit Juice 1L,Food & Beverages,58903,110,6479330,27.0,N,N,
Mumbai,2023-06-01,FB003,Meridian Fruit Juice 1L,Food & Beverages,45851,110,5043610,27.0,N,Y,Summer
Mumbai,2023-07-01,FB003,Meridian Fruit Juice 1L,Food & Beverages,32798,110,3607780,27.0,N,N,
Mumbai,2023-08-01,FB003,Meridian Fruit Juice 1L,Food & Beverages,36730,110,4040300,27.0,N,N,
Mumbai,2023-09-01,FB003,Meridian Fruit Juice 1L,Food & Beverages,44397,110,4883670,27.0,N,N,
Mumbai,2023-10-01,FB003,Meridian Fruit Juice 1L,Food & Beverages,61065,110,6717150,27.0,N,Y,Diwali
Mumbai,2023-11-01,FB003,Meridian Fruit Juice 1L,Food & Beverages,53002,110,5830220,27.0,N,Y,Diwali
Mumbai,2023-12-01,FB003,Meridian Fruit Juice 1L,Food & Beverages,46754,110,5142940,27.0,N,N,
Mumbai,2024-01-01,FB003,Meridian Fruit Juice 1L,Food & Beverages,46410,110,5105100,27.0,N,Y,NewYear-PC
Mumbai,2024-02-01,FB003,Meridian Fruit Juice 1L,Food & Beverages,43524,110,4787640,27.0,N,N,
Mumbai,2024-03-01,FB003,Meridian Fruit Juice 1L,Food & Beverages,44966,110,4946260,27.0,N,N,
Mumbai,2024-04-01,FB003,Meridian Fruit Juice 1L,Food & Beverages,56214,110,6183540,27.0,N,N,
Mumbai,2024-05-01,FB003,Meridian Fruit Juice 1L,Food & Beverages,68157,110,7497270,27.0,N,N,
Mumbai,2024-06-01,FB003,Meridian Fruit Juice 1L,Food & Beverages,47315,110,5204650,27.0,N,N,
Mumbai,2023-01-01,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,36545,75,2740875,38.0,N,N,
Mumbai,2023-02-01,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,29752,75,2231400,38.0,N,N,
Mumbai,2023-03-01,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,34203,75,2565225,38.0,N,N,
Mumbai,2023-04-01,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,0,75,0,38.0,Y,N,
Mumbai,2023-05-01,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,49836,75,3737700,38.0,N,N,
Mumbai,2023-06-01,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,37062,75,2779650,38.0,N,Y,Summer
Mumbai,2023-07-01,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,33058,75,2479350,38.0,N,N,
Mumbai,2023-08-01,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,34254,75,2569050,38.0,N,N,
Mumbai,2023-09-01,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,33997,75,2549775,38.0,N,N,
Mumbai,2023-10-01,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,46324,75,3474300,38.0,N,Y,Diwali
Mumbai,2023-11-01,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,46331,75,3474825,38.0,N,Y,Diwali
Mumbai,2023-12-01,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,38683,75,2901225,38.0,N,N,
Mumbai,2024-01-01,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,38703,75,2902725,38.0,N,Y,NewYear-PC
Mumbai,2024-02-01,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,34631,75,2597325,38.0,N,N,
Mumbai,2024-03-01,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,36846,75,2763450,38.0,N,N,
Mumbai,2024-04-01,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,45052,75,3378900,38.0,N,N,
Mumbai,2024-05-01,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,49638,75,3722850,38.0,N,N,
Mumbai,2024-06-01,HH001,Meridian Hand Sanitizer 100ml,Health & Hygiene,41565,75,3117375,38.0,N,N,
Mumbai,2023-01-01,HH002,Meridian Antiseptic 250ml,Health & Hygiene,21077,130,2740010,33.0,N,N,
Mumbai,2023-02-01,HH002,Meridian Antiseptic 250ml,Health & Hygiene,17648,130,2294240,33.0,N,N,
Mumbai,2023-03-01,HH002,Meridian Antiseptic 250ml,Health & Hygiene,18716,130,2433080,33.0,N,N,
Mumbai,2023-04-01,HH002,Meridian Antiseptic 250ml,Health & Hygiene,25056,130,3257280,33.0,N,N,
Mumbai,2023-05-01,HH002,Meridian Antiseptic 250ml,Health & Hygiene,28933,130,3761290,33.0,N,N,
Mumbai,2023-06-01,HH002,Meridian Antiseptic 250ml,Health & Hygiene,20836,130,2708680,33.0,N,Y,Summer
Mumbai,2023-07-01,HH002,Meridian Antiseptic 250ml,Health & Hygiene,19677,130,2558010,33.0,N,N,
Mumbai,2023-08-01,HH002,Meridian Antiseptic 250ml,Health & Hygiene,21050,130,2736500,33.0,N,N,
Mumbai,2023-09-01,HH002,Meridian Antiseptic 250ml,Health & Hygiene,19178,130,2493140,33.0,N,N,
Mumbai,2023-10-01,HH002,Meridian Antiseptic 250ml,Health & Hygiene,26235,130,3410550,33.0,N,Y,Diwali
Mumbai,2023-11-01,HH002,Meridian Antiseptic 250ml,Health & Hygiene,25630,130,3331900,33.0,N,Y,Diwali
Mumbai,2023-12-01,HH002,Meridian Antiseptic 250ml,Health & Hygiene,23515,130,3056950,33.0,N,N,
Mumbai,2024-01-01,HH002,Meridian Antiseptic 250ml,Health & Hygiene,20862,130,2712060,33.0,N,Y,NewYear-PC
Mumbai,2024-02-01,HH002,Meridian Antiseptic 250ml,Health & Hygiene,19539,130,2540070,33.0,N,N,
Mumbai,2024-03-01,HH002,Meridian Antiseptic 250ml,Health & Hygiene,20651,130,2684630,33.0,N,N,
Mumbai,2024-04-01,HH002,Meridian Antiseptic 250ml,Health & Hygiene,27050,130,3516500,33.0,N,N,
Mumbai,2024-05-01,HH002,Meridian Antiseptic 250ml,Health & Hygiene,29955,130,3894150,33.0,N,N,
Mumbai,2024-06-01,HH002,Meridian Antiseptic 250ml,Health & Hygiene,23051,130,2996630,33.0,N,N,
Mumbai,2023-01-01,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,14607,60,876420,25.0,N,N,
Mumbai,2023-02-01,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,13343,60,800580,25.0,N,N,
Mumbai,2023-03-01,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,14334,60,860040,25.0,N,N,
Mumbai,2023-04-01,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,18605,60,1116300,25.0,N,N,
Mumbai,2023-05-01,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,21005,60,1260300,25.0,N,N,
Mumbai,2023-06-01,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,14937,60,896220,25.0,N,Y,Summer
Mumbai,2023-07-01,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,15249,60,914940,25.0,N,N,
Mumbai,2023-08-01,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,15426,60,925560,25.0,N,N,
Mumbai,2023-09-01,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,14639,60,878340,25.0,N,N,
Mumbai,2023-10-01,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,20370,60,1222200,25.0,N,Y,Diwali
Mumbai,2023-11-01,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,18515,60,1110900,25.0,N,Y,Diwali
Mumbai,2023-12-01,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,15961,60,957660,25.0,N,N,
Mumbai,2024-01-01,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,15673,60,940380,25.0,N,Y,NewYear-PC
Mumbai,2024-02-01,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,13660,60,819600,25.0,N,N,
Mumbai,2024-03-01,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,14899,60,893940,25.0,N,N,
Mumbai,2024-04-01,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,20756,60,1245360,25.0,N,N,
Mumbai,2024-05-01,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,21190,60,1271400,25.0,N,N,
Mumbai,2024-06-01,HH003,Meridian ORS Sachets 10pk,Health & Hygiene,17698,60,1061880,25.0,N,N,
Mumbai,2023-01-01,PF001,Meridian Biscuits 200g,Packaged Foods,61130,40,2445200,20.0,N,N,
Mumbai,2023-02-01,PF001,Meridian Biscuits 200g,Packaged Foods,57980,40,2319200,20.0,N,N,
